id,smiles,pKi
ZINC000013557026,Fc1ccc(CCC2(F)CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,9.0
ZINC000013557028,C[C@@H](CC1(F)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1,9.22
ZINC000013557029,C[C@H](CC1(F)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1,9.22
ZINC000013557072,F[C@H](Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(Cc2ccccc2)CC1,9.05
ZINC000013557073,F[C@H](Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(OCc2ccccc2)CC1,7.52
ZINC000013557075,CN(Cc1ccccc1)C1CCN(C[C@H](F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,8.27
ZINC000013557077,FC(F)(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(Cc2ccccc2)CC1,7.11
ZINC000013557079,FC(F)(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(COc2ccccc2)CC1,6.55
ZINC000013557082,FC(F)(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(CCc2ccccc2)CC1,7.25
ZINC000013727655,CN(C)CCc1c[nH]c2cc3c(cc12)OCCC3,5.92
ZINC000013727658,CN(C)CCc1cn(C)c2ccc3c(c12)CCCO3,5.03
ZINC000013738108,CN1CC[C@H](c2c[nH]c3ccc(Nc4ncccc4[N+](=O)[O-])cc23)C1,8.7
ZINC000013738509,CN(C)CCc1c[nH]c2ccc(N3CCN(C)S3(=O)=O)cc12,7.0
ZINC000013738510,CN(C)CCc1c[nH]c2ccc(N3CCN(Cc4ccccc4)S3(=O)=O)cc12,7.7
ZINC000013738511,CN(C)CCc1c[nH]c2ccc(CN3CCNS3(=O)=O)cc12,7.0
ZINC000013738512,CC(C)N1CCN(Cc2ccc3[nH]cc(CCN(C)C)c3c2)S1(=O)=O,7.0
ZINC000013738513,CNCCc1c[nH]c2ccc(CN3CCN(C)S3(=O)=O)cc12,7.0
ZINC000013738514,CN(C)CCc1c[nH]c2ccc(CN3CCCN(C)S3(=O)=O)cc12,7.2
ZINC000013738515,CN(C)CCc1c[nH]c2ccc(CN3CC(C)(C)NS3(=O)=O)cc12,7.0
ZINC000013738516,CN(C)CCc1c[nH]c2ccc(CN3C(C)(C)CNS3(=O)=O)cc12,6.7
ZINC000013738517,CN(C)CCc1c[nH]c2ccc(CCN3CCNS3(=O)=O)cc12,7.4
ZINC000013738518,CCN1CCN(CCc2ccc3[nH]cc(CCN(C)C)c3c2)S1(=O)=O,7.4
ZINC000013738519,CN1CCN(Cc2ccc3scc(CCN)c3c2)S1(=O)=O,6.4
ZINC000013738696,CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(Cl)c3c2C1,7.64
ZINC000013738697,CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(Cl)c3c2C1,7.64
ZINC000013738698,CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(CC(F)(F)F)c3c2C1,7.27
ZINC000013738699,CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(CC(F)(F)F)c3c2C1,7.27
ZINC000013741358,CN(C)CCc1c[nH]c2ccc(Cn3ccnc3)cc12,7.5
ZINC000013741359,Cc1nccn1Cc1ccc2[nH]cc(CCN(C)C)c2c1,7.2
ZINC000013741360,CN(C)CCc1c[nH]c2ccc(Cn3ccnn3)cc12,7.3
ZINC000013741361,CN(C)CCc1c[nH]c2ccc(Cn3nccn3)cc12,6.6
ZINC000013741362,CN(C)CCc1c[nH]c2ccc(Cn3cnnn3)cc12,7.4
ZINC000013741363,CN(C)CCc1c[nH]c2ccc(Cn3ncnn3)cc12,7.4
ZINC000013741364,CN(C)CCc1c[nH]c2ccc(-n3cncn3)cc12,7.7
ZINC000013741365,Cc1nccn1-c1ccc2[nH]cc(CCN(C)C)c2c1,8.1
ZINC000013741366,CN(C)CCc1c[nH]c2ccc(Cc3ncn(C)n3)cc12,6.7
ZINC000013741367,CN(C)CCc1c[nH]c2ccc(Cc3ncnn3C)cc12,7.0
ZINC000013741368,CN(C)CCc1c[nH]c2ccc(Cc3nncn3C)cc12,7.6
ZINC000013741369,CN(C)CCc1c[nH]c2ccc(Cc3nnn[nH]3)cc12,5.4
ZINC000013741370,CN(C)CCc1c[nH]c2ccc(Cc3nnnn3C)cc12,7.6
ZINC000013741371,CCn1nnnc1Cc1ccc2[nH]cc(CCN(C)C)c2c1,7.6
ZINC000013741372,CN(C)CCc1c[nH]c2ccc(Cc3nnn(C)n3)cc12,7.1
ZINC000013741373,CCn1nnc(Cc2ccc3[nH]cc(CCN(C)C)c3c2)n1,6.9
ZINC000013741688,CCCN[C@@H]1CCc2cc(F)ccc2C1,6.23
